136,20,0.7,46.5,646,110,37.2,274,370,0.29,1.34,36
129,23.1,0.5,40.1,1015,0,8.7,194,0,0.04,0.39,13
17,3.3,0.7,3.5,93,0,11.9,41,0,0.1,0.26,17
144,23.8,0.6,46.7,652,0,17.2,150,0,0.4,0.52,10
11,2.18,0.15,2.95,55,122,4.1,38,131,0.29,0.14,36
142,23.6,0.8,45.8,866,0,28.5,275,0,0.35,1.82,40
146,17.2,1.1,53.2,630,0,10.3,185,0,0.33,0.21,53
380,12.2,0.4,77.1,2,2,1.3,176,215,0.13,0.05,0
126,3.8,0.2,25.8,5,5,0.5,10,23,0.03,0.01,0
365,11.78,1.28,76.64,24,2,1.31,167,234,0.076,0.047,0
129,3.8,0,26.9,5,7,0.7,8,29,0.05,0.01,0
292,26.63,5.48,50.64,1140,452,22.04,436,2683,0.196,2.383,125
36,3.2,0.5,6.8,206,35,1.5,60,680,0.17,0.24,139
43,0.39,0.03,11.52,16,2,0.13,10,156,0.024,0.067,19.6
53,0.36,0.12,12.87,13,2,0.31,8,130,0.058,0.021,10
78,0.31,0.04,19.18,8,1,0.17,4,74,0.045,0.048,7.91
71,0.3,0,17.4,4,2,1,3,63,0.09,0.03,17
53,0.46,0.04,14.32,16,0,0.09,5,97,0.052,0.087,45.43
76,0.13,0,18.81,6,1,0.15,2,73,0.011,0.233,8.92
20,0.52,0.07,4.83,14,4,0.12,17,118,0.029,0.023,11.73
27,0.38,0.04,7.03,21,6,0.18,18,190,0.077,0.017,18.42
38,0.7,0.1,9.8,22,9,0.8,12,223,0.09,0.02,37
39,0.75,0.09,9.95,12,9,0.25,17,215,0.467,0.051,73.12
40,0.65,0.07,10.47,20,9,0.27,15,225,0.045,0.032,53.84
389,15.5,11.6,55.6,170,60,21.1,320,2700,0.52,1.78,0
25,0.79,0.13,6.21,7,1,0.34,25,197,0.018,0.054,97.21
24,0.77,0.12,5.95,7,0,0.3,26,209,0.016,0.053,110.6
28,0.92,0.13,6.91,8,1,0.32,27,222,0,0.156,109.89
26,0.91,0.13,6.42,6,0,0.37,27,234,0.014,0.148,91.75
23,1.1,0.2,5.2,4,10,0.6,26,110,0.04,0.03,104
23,1.2,0.6,4.3,5,14,0.5,33,159,0.03,0.05,108
31,1.2,0.7,6.3,3,12,0.6,27,134,0.06,0.03,111
27,1.06,0.12,6.45,8,0,0.63,25,262,0.017,0.1,101.15
24,1.02,0.12,5.88,7,0,0.51,22,269,0.009,0.074,116.29
14,1,0.1,3,12,6,1.3,19,255,0.06,0.01,162
81,8.5,3.5,3.8,37,376,10.7,78,86,0.03,0.15,0
921,0,100,0,0,0,0,0,0,0,0,0
155,9.8,0.6,27.1,25,3,2.8,85,60,0.02,0.05,0
323,20.7,0.88,57.18,71,4,5.06,414,1113,0.281,0.093,7.56
156,9.49,0.86,27.15,30,1,2.14,175,395,0.251,0.021,0.91
335,21.82,1.07,58.56,64,2,5.12,400,1263,0.424,0.165,4.29
113,7.91,0.32,19.4,21,1,1.71,131,353,0.218,0.021,0.27
350,21.9,1,63.3,116,1,5.1,456,1331,0.44,0.1,0
83,3.1,0.6,16.3,13,171,4.3,51,148,0.1,0.04,0
117,3.9,0.4,24.4,11,132,0.8,52,109,0.03,0.01,0
51,0.39,0.05,13.6,4,6,0.24,13,278,0,0.131,29.8
64,0.8,0.4,16.2,4,5,0.6,21,280,0.01,0.09,16
60,0.67,0.18,14.45,4,6,0.36,25,278,0,0.101,18.2
20,2.6,0.39,6.43,2,2,0.74,64,226,0.06,0.128,0
21,2.41,0.51,7,1,3,1.02,82,369,0.097,0.262,0
51,0.1,0,24.1,7364,7893,11.27,9918,5,0,0,0
313,37.1,6.8,43.1,19,120,13,840,1600,8.81,3.72,1
70,3.75,0.94,14.89,243,31,5.08,73,569,0.082,0.266,31.8
376,0.5,0.3,92.9,23,29,1.4,10,22,0,0,3
47,0.24,0,12.92,9,5,0.13,16,51,0,0.021,0
51,0.23,0.01,14.03,15,8,0.24,15,70,0.005,0.287,0
47,0.3,0.3,12.1,5,2,0.3,7,24,0.02,0,0
55,0.3,0.2,14.5,3,1,0.1,7,30,0.02,0.01,0
60,0.37,0.13,14.77,11,5,0.25,14,104,0.017,0.015,0.1
68,0.59,0.05,18.25,7,0,0.2,18,183,0.071,0.074,3.88
60,0.4,0.27,15.73,4,1,0.16,17,176,0.055,0.024,3.88
297,2.64,0.53,78.89,72,27,1.44,113,682,0.076,1.11,0.23
66,0.2,0,16.2,5,5,0.8,1,5,0.07,0.02,30
66,0.38,0.1,17.66,9,1,0.14,20,205,0.123,0.011,3.24
292,0.28,0.03,72.6,10,6,0.34,7,78,0.021,0.496,11.51
51,0.61,0.05,13.59,5,1,0.21,18,235,0.054,0.065,2.42
58,0.71,0.13,15.01,9,1,0.17,20,224,0.072,0.057,2.42
57,0.5,0.1,15.08,3,1,0.11,17,180,0.113,0.026,2.42
69,0.14,0.02,17.12,2,25,0.08,3,24,0,0.189,0
45,0.42,0.03,12.1,7,1,0.13,15,143,0.037,0.036,0
47,0.41,0.03,12.63,4,0,0.07,11,79,0.073,0.023,0
335,0,0,91,0,0,0.1,1,0,0,0,0
920,0,99.93,0.01,0,1,0.09,0,0,0,0,0
96,0.2,0,2.4,9,5,0.5,7,46,0,0.01,0
105,0.2,0,4.8,7,6,0.5,10,52,0,0.01,0
101,0.21,0,1.85,9,2,0.36,23,104,0.007,0.05,0
48,0.66,0.01,12.62,7,1,0.07,14,131,0.041,0.081,0.15
286,9.4,18.2,21,23,345,1.2,142,172,0.05,0.05,0
367,16.6,23.7,21.2,15,166,0.3,152,256,1.42,0.11,0
16,3.3,0.1,4.6,2,10,1.1,107,425,0.11,0.32,0
186,18.84,2.54,68.25,31,20,5.18,699,2137,0.234,1.282,0.93
21,4.71,0.3,4.98,3,3,0.41,95,239,0,0.2,0.42
183,31.84,2.93,53.29,7,9,3.73,874,2243,0.034,1.514,7.77
24,4.06,0.43,6.8,5,2,0.39,83,175,0,0.231,0.35
26,4.44,0.32,8.03,2,2,0.37,132,356,0,0.198,0.92
32,3.25,0.24,12.36,5,3,0.34,97,266,0,0.196,0
180,21.14,1.61,65.35,16,9,2.76,597,1847,0.664,1.327,0
31,2.91,0.34,11.8,6,2,0.31,40,70,0,0.095,0
39,4.59,0.33,14.02,6,2,0.45,131,390,0.071,0.25,0
25,3,0.34,8.63,5,2,0.42,76,252,0,0.181,0.05
178,22.42,2.14,61.81,21,12,2.43,546,1873,0.385,1.384,1
29,3.2,0.36,10.55,6,2,0.33,51,97,0,0.13,0.09
31,3.9,0.38,10.84,5,3,0.51,95,358,0.08,0.239,11.45
18,2.4,0.2,6.3,7,5,0.6,25,143,0.08,0.21,0
178,18.1,3.1,63.7,19,25,3.3,268,2140,0.48,1.57,0
35,3,0.7,13,5,6,0.6,34,246,0.06,0.27,0
18,2,0.3,6.1,6,5,0.6,28,180,0.08,0.23,0
114,2.7,2.9,19.7,101,286,0.07,197,128,0.033,0.136,0.8
126,5.5,5,14.7,81,67,0.6,110,140,0.05,0.26,0
77,17.4,0.2,0.2,19,0,0.4,207,0,0.16,0.08,1
164,16.9,10.1,0.2,118,0,1.4,321,0,0,0,0
15,2.7,0.1,4.6,4,4,1.7,91,434,0.45,0.25,8
30,1.82,0.29,7.28,72,2,0.36,37,224,0.02,0.119,9.66
29,1.9,0.17,7.33,63,2,0.55,36,287,0.096,0.089,11.81
642,0.5,50.3,46.9,18,19,2.7,16,84,0.14,0.83,90
82,0.2,0.4,19.3,7,3,1,4,56,0.03,0.01,9
75,0.19,0.03,18.52,6,1,0.31,3,66,0.024,0.086,15.88
48,0,0,11.97,8,10,0.09,3,25,0.022,0.023,0.4
47,0.61,1.05,9.97,4,0,0.11,11,186,0.303,0.008,4.58
376,8.5,4.6,73.9,39,10,3.2,497,617,1.67,0.26,0
175,13.4,12.2,0.5,68,850,3.5,175,65,0.02,0.2,0
105,18.5,2.8,0.2,59,53,1.9,220,241,0.02,0.14,0
33,1.24,0.11,8.18,13,1,0.46,29,265,0.016,0.21,92.1
28,1.17,0.09,6.94,9,1,0.35,28,257,0.098,0.158,60.08
23,0.92,0.06,5.59,14,2,0.4,28,203,0.015,0.054,0
22,0.9,0.04,5.36,14,1,0.5,25,187,0.013,0.04,21.52
560,20.16,45.32,27.17,105,1,3.92,490,1025,0.87,0.16,5.6
584,25.99,48.89,20.82,101,4,3.79,515,938,0.411,0.417,0
583,22.9,48.22,24.66,110,109,3.52,498,1024,0.884,0.289,1.41
233,11.3,7.3,30.4,130,583,2.3,166,226,0.27,0.22,2
250,11.9,9.3,29.6,85,483,1.5,166,226,0.27,0.22,2
691,9.17,71.97,13.86,70,0,2.53,277,410,0.66,0.13,1.1
710,9.5,74.27,13.55,72,383,2.8,293,424,0.45,0.107,0.7
94,17.8,1.7,0.7,20,0,3.5,230,0,0.02,0.16,1
339,59.1,2,17.7,310,0,19.5,909,0,0.03,0.03,0
154,2.3,0.1,74.6,523,0,7.8,16,0,0,0,0
81,14.9,1.8,0.3,12,258,0.4,267,113,0.05,0.01,0
27,0.92,0.94,4.74,23,1671,1.88,18,193,0.043,0.038,10
55,0.7,0.5,5.2,15,630,1.5,24,130,0.03,0.08,0
267,8.09,10.55,34.97,95,454,0.85,165,124,0.068,0.115,1.98
9,2.2,0.1,0.9,31,36,0.7,44,83,0.12,0.33,6
589,21.93,52.26,18.58,103,2,5.65,611,573,1.203,0.304,0
611,20.1,56.3,17.2,81,250,3.6,830,750,1.72,0.25,0
921,0,100,0,0,5,0,0,10,0,0,0
351,77.6,0.9,3,1384,2842,53,72,214,0.06,0.08,0
24,3.7,0.4,1.3,119,1300,2.1,27,70,0.01,0.03,0
35,4.9,0.5,2.4,75,6000,5.5,40,40,0,0,0
45,7.7,1,0.8,80,4100,4.3,121,380,0.16,0.46,0
33,5.5,0,2.5,36,0,10,261,0,0,0,0
6,1.3,0,0.1,2,0,0,8,0,0,0,0
126,20.66,3.34,1.97,8,759,0.36,266,280,0.493,0.12,28.09
201,15.43,11.53,7.92,7,778,0.69,196,214,0.079,0.132,22.89
193,17.01,12.82,2.3,27,703,0.77,200,368,0.346,0.149,41.48
223,13.3,13.4,12.3,38,490,1.8,120,240,0.16,0.23,1
271,11.94,8.94,35.76,30,594,1.19,134,234,0.107,0.092,0.53
229,9.55,13.23,18.01,16,378,1.09,96,174,0.301,0.077,0.8
174,16.8,11.2,0.3,37,0,1.2,197,0,0.28,0.15,1
1,0,0,0.26,1,7,0.01,0,7,0,0.001,3.12
688,15.47,71.99,7.92,81,3,2.49,355,353,0.047,0.282,0
671,16,68.4,10.5,79,47,3.3,369,487,0.19,0.29,0
884,0,100,0,0,0,0,0,0,0,0,0
351,8.5,1.6,75.8,25,1,1.5,140,140,0.15,0.07,0
334,15.9,1.5,70.7,10,2,6.4,378,501,0.26,0.16,0
264,8.4,2.2,52.7,16,470,1.4,130,190,0.16,0.06,0
16,0.5,0.1,3.8,18,1,0.2,21,256,0.09,0.04,0
18,0.6,0.1,4.4,19,1,0.1,31,330,0.13,0.04,0
333,7.6,2.42,72.33,243,4,1.93,298,2815,0.514,0.186,26.99
38,0.88,0.17,8.49,21,1,0.24,46,336,0.019,0.032,2.2
40,1.09,0.14,8.88,21,0,0.87,45,313,0.013,0.023,2.52
30,1.7,0.1,6.9,7,0,0.3,32,494,0.02,0.02,15
57,1.19,0.65,13.63,12,0,0.36,37,419,0.03,0.136,12.13
66,1.72,0.84,15.45,15,0,0.43,48,435,0.043,0.186,25.99
38,4.5,1.7,3.6,5,4,0.7,148,130,0.2,0.32,23
21,1.05,0.1,4.88,18,0,0.24,34,212,0.027,0.076,5.99
284,13.75,1.11,67.64,267,4,3.03,565,3735,0.255,1.009,53.21
31,2.24,0.26,6.54,48,3,0.56,37,129,0.023,0.119,2.28
22,1.07,0.09,5.14,15,0,0.23,38,224,0.038,0.08,3.11
32,3.09,0.34,6.14,201,2,1.32,77,339,0.085,0.244,0
45,4.83,0.38,8.43,285,0,2.49,131,627,0.235,0.748,9.51
49,4.84,0.49,9.19,293,3,2.62,134,646,0.13,0.361,0
11,0.9,0,2.4,17,2,0.3,28,238,0.13,0.01,0
31,1.2,0.1,7.7,61,6,0,24,201,0.06,0.08,40
21,0.59,0.46,4.37,23,0,0.22,18,136,0.066,0.01,6.79
19,0.61,0.33,4.27,21,0,0.19,22,176,0.066,0.011,8.13
548,35.35,48.18,5.34,38,6,8.62,1154,688,0.088,0.183,0
574,26.5,51.8,12,44,47,6.5,1100,840,0.21,0,0
74,1.2,1.1,14.9,7,155,1.7,20,139,0.13,0.06,0
21,0.64,0,4.73,13,0,0.13,29,271,0.036,0.03,0.19
921,0,100,0,0,0,0,0,0,0,0,0
107,16.7,3.9,0.2,33,0,0.7,185,0,0,0,0
382,1.3,0.7,95.8,2,25,0.5,27,156,0.04,0.12,0
88,19.6,0.5,0,305,222,1.2,250,240,0.07,0.13,0
33,0,0,8.3,2,2,0.5,0,14,0.03,0.03,0
30,0,0,7.59,0,4,0,0,6,0,0.001,15.74
2,0.23,0.04,0.26,1,1,0,3,38,0,0.075,0.36
30,0.1,0,7.3,2,2,0,3,11,0,0,0
311,20.3,2.5,51.7,470,3,17,320,2000,0.1,0.8,0
94,18.9,1.4,0.1,20,0,1.2,261,0,0.05,0.08,1
386,56.1,10.2,14.1,225,499,17.3,1093,250,0.14,0.52,8
82,13.8,1.2,3.1,43,0,6.1,249,0,0.02,0.33,4
93,15.8,2.3,1.3,165,0,10,84,0,0.56,0.13,0
78,4.03,0.94,17.03,212,2,2.05,59,309,0,0.662,0
96,4.77,0.84,21.59,262,1,2.95,74,415,0,0.759,0
98,20,1.3,0.1,54,0,0.6,137,0,0.1,0.11,1
172,23.45,7.93,0,6,97,0.45,304,499,0.089,0.063,0
82,17,1,0,100,0,6.2,120,0,0.14,0.12,2
121,15.7,4.8,2.7,462,7683,2.2,519,467,0.03,0.1,0
95,18.3,1.8,0.2,65,45,1.5,224,340,0.26,0.13,0
75,17.1,0.1,0.3,48,0,0.8,216,0,0.05,0.08,0
347,11.3,4.1,66.3,281,46,19.5,167,1103,0.11,0.22,0
378,10.1,6.4,70.1,240,4,7.3,140,60,0.02,0.12,0
19,3.5,0.2,5.7,3,15,1.3,86,280,0.25,0.31,13
463,54.13,18.52,19.99,218,207,7.63,700,1856,0.608,2.096,0
122,15.78,5.2,2.9,71,42,2.11,191,468,0.038,0.407,0
99,20.9,1.1,0,39,0,1,212,0,0.29,0.14,1
45,0.39,0.06,10.66,13,0,0.15,28,165,0.014,0.103,19.44
44,0.68,0.06,10.36,13,1,0.23,30,181,0.027,0.11,3.37
48,0.59,0.12,12.39,11,1,0.06,13,134,0.217,0.026,47.89
34,0.29,0.41,8.2,10,1,0.11,17,124,0.247,0.023,33
40,0.4,0.13,10.3,9,1,0.12,16,134,0.023,0.025,37.26
39,0.29,0.16,10.16,11,1,0.1,13,115,0.257,0.02,33.55
42,0.69,0.09,10.78,16,2,0.17,10,96,0.228,0.005,31.72
39,0.55,0.08,10.17,12,2,0.05,12,101,0.185,0.04,32.65
33,0.49,0.08,8.48,10,1,0.07,12,93,0.172,0.035,25.79
37,0.4,0.08,9.74,11,1,0.06,11,114,0.174,0.026,34.75
44,0.71,0.14,11.18,20,3,0.29,15,110,0.128,0.012,27.27
40,0.48,0.14,10.41,10,2,0.08,12,95,0.218,0.026,30.71
18,3.28,0.4,4.68,1,5,0.58,75,308,0.175,0.207,0
466,5.28,17.16,72.5,192,119,0.44,236,765,0.098,0.343,10.65
126,12.62,7.55,1.95,36,2,0.73,243,365,1.565,2.129,0
189,25.1,3.9,60.72,0,19,9.31,955,2038,0.254,0.528,4.13
182,25.36,2.98,58.92,1,19,11.73,961,2017,0.102,0.531,3.33
366,1.7,1.23,87.09,56,5,1.19,15,78,0.029,0.046,0
27,5.56,0.38,7.07,2,23,0.12,168,230,0.233,0.288,0
126,7.38,0.07,27.29,7,1,0.99,133,365,0.128,0.665,11.86
141,8.29,0.17,30.42,8,2,1.56,163,415,0.123,0.612,14.03
127,6.74,1.21,24.27,13,14,0.83,145,563,0.148,0.099,8.91
17,2.75,0.36,5.06,1,2,0.33,72,315,0.072,0.12,0
79,1.51,0.94,18.32,60,0,0.53,43,286,0,0.044,3.57
87,1.58,1.27,19.67,89,0,0.42,58,378,0,0.044,2.96
125,24.29,2.26,1.86,26,49,2.32,241,306,1.173,1.022,0
50,11.35,0.1,0,8,71,0.05,13,59,0.065,0.089,0
52,11.77,0.11,0.05,3,184,0.02,15,172,0.18,0.176,0
360,15.44,30.58,1.39,157,51,7.6,580,98,0.496,0.389,0
296,14.77,23.24,3.74,137,71,6.35,492,127,0.52,0.301,0
183,14.1,1.99,72.78,602,157,7.22,317,1004,0.256,1.172,0
18,1.02,0.43,7.01,4,4,0.02,19,201,0,0,0
28,1.2,0.55,11.58,5,7,0.04,42,361,0,0.054,0
15,0.53,0.18,3.27,19,7,0.12,20,135,0,0,8.41
34,2.81,0.7,5.9,270,1,0.67,66,290,0,0.173,0.82
32,2.43,0.71,5.56,238,3,0.64,69,340,0.081,0.17,1.92
199,4.48,1.1,42.81,26,3,0.95,84,385,0.122,0.249,11.96
3,0.07,0.01,0.56,1,1,0.05,12,13,0.088,0,0
130,22.45,2.97,3.39,85,121,1.23,310,323,0,0.294,0
27,3.62,0.43,8.69,3,5,0.3,107,263,0.038,0.252,0
0,0.07,0.01,0.03,0,1,0.04,1,4,0.043,0.008,0
58,11.51,0.08,2.05,8,145,0.01,14,103,0.052,0.019,0
52,10.78,0.09,1.39,5,187,0.01,11,134,0.095,0.019,0
375,16.25,31.22,2.97,141,51,6.97,537,94,0.194,0.484,0
351,16.68,28.48,3.02,134,57,6.4,506,99,0.522,0.308,0
183,13.39,12.4,2.41,60,108,2.76,221,100,0.108,0.203,0
459,4.77,14.36,77.74,22,49,1.42,147,143,0.258,0.015,0.44
361,9.82,4.46,73.68,25,2,2.56,353,375,0.287,0.101,0
358,9.73,4.69,72.54,8,3,2.54,339,370,0.505,0.096,0
356,10.25,4.28,72.49,6,2,2.58,351,325,0.392,0.113,1.69
359,9.02,3.64,75.32,19,4,3.16,289,353,0.373,0.052,0
354,9.79,3.06,74.78,9,5,2.77,316,326,0.246,0.037,0
357,10.22,3.62,74.14,8,2,3.06,348,375,0.291,0.028,0
356,10.25,3.41,74.3,7,3,2.37,320,318,0.391,0.041,0
358,9.56,3.61,74.98,9,6,2.08,240,290,0.16,0.017,0
357,11,3.76,73.36,9,2,2.93,295,313,0.131,0.033,0
360,8.93,3.47,75.96,6,4,2.29,270,299,0.135,0.02,0
360,9.11,3.8,75.29,8,2,2.17,325,371,0.436,0.024,0
359,9.45,3.54,75.3,6,1,2.72,287,341,0.391,0.042,0
358,11.77,4.61,71.24,7,4,2.52,412,368,0.518,0.046,0
358,10.32,3.65,74.27,9,2,3.13,353,375,0.324,0.038,0
140,4.22,1.42,28.85,6,2,0.9,127,234,0.133,0.165,2.74
16,2.26,0.57,4.46,1,0,0.4,76,279,0.071,0.134,0
502,44.62,27.21,19.55,89,40,4.12,237,919,0.232,0,0
344,7.5,0.42,77.53,6,5,0.18,2,8,0,0,0.16
479,9.36,21.51,61.98,65,138,1.59,179,321,0.748,0.112,0.13
489,4.33,22.33,67.6,83,151,1.63,106,203,0.057,0.092,0.14
520,7.25,26.81,62.49,174,101,2.74,213,406,0.218,0.199,0.91
2,0.02,0.02,0.48,1,0,0,2,47,0,0.03,0
17,0.18,0,3.98,2,0,0.02,3,34,0,0.01,0
374,6.6,0.17,88.65,56,15,0.65,116,1273,0.003,0.421,0
179,25.05,2.07,59.81,3,42,3.36,772,2696,0.179,1.625,0
171,26.23,2.09,54.68,6,45,3.71,890,2745,0.306,1.311,0
206,4.51,0.22,45.63,24,26,0.87,63,149,0.068,0.033,0.61
21,3.01,0.37,6.59,4,3,0.42,81,367,0.026,0.117,0
21,3.06,0.6,6.13,5,5,0.47,92,434,0.078,0.196,0
58,0.55,0.22,15.18,14,1,0.3,32,322,0.063,0,4.22
57,0.44,0.25,14.82,4,0,0.13,20,174,0.078,0.065,2.56
57,0.4,0.24,14.91,6,6,0.17,20,146,0.086,0.014,1.24
54,0.46,0.15,14.28,3,1,0.14,16,209,0.084,0.005,4.13
76,0.49,0.22,20.2,11,0,0.23,28,243,0.08,0.166,4.39
69,0.2,0.18,18.5,5,1,0.1,23,200,0.073,0,6.84
50,0.7,0.16,12.75,8,1,0.23,23,233,0.074,0,2.22
52,0.45,0.08,13.88,4,1,0.13,22,196,0,0,2.41
65,0.33,0.07,17.48,10,0,0.21,14,128,0.199,0,2.94
50,0.35,0.15,13.13,4,1,0.13,20,161,0.064,0.004,3.67
49,0.4,0.06,13.14,4,0,0.14,18,154,0,0,2.03
59,0.37,0.13,15.75,6,1,0.11,24,173,0.119,0,2.6
57,0.39,0.09,15.4,4,1,0.14,18,171,0.069,0.038,3.24
53,0.31,0.06,14.16,11,0,0.18,21,162,0.073,0,4.32
68,0.29,0.17,18.11,17,0,0.12,23,192,0.078,0.032,4.77
62,0.27,0.6,15.68,4,1,0.13,24,206,0.081,0,3.64
52,0.3,0.15,13.9,6,1,0.1,19,163,0.081,0,4.39
174,23.56,1.99,58.78,33,16,3.36,575,2279,0.431,1.293,0
234,19.7,15.43,4.05,33,806,0.93,239,429,0.394,0.19,39.38
203,17.26,13.14,3.94,29,525,0.89,182,274,0.403,0.147,32.22
217,16.09,15.66,3.01,26,628,0.63,204,339,0.571,0.177,39.72
249,16.2,18.77,3.78,19,758,0.71,215,319,0.446,0.155,31.94
256,15.44,19.51,4.63,9,668,0.73,186,211,0.652,0.119,0
24,0.6,0.13,5.23,20,0,0.06,19,139,0,0.004,1.49
